DateTime;DietCode;OUT;PV;SP
1/18/2023 8:58:03 AM;BK32993M;35,80372238;7612,521484;7700
1/18/2023 9:13:03 AM;BK32993M;35,59211731;7688,397461;7700
1/18/2023 9:28:03 AM;BK32993M;34,41172409;7894,771973;7700
1/18/2023 9:43:03 AM;BK32993M;35,33963013;7743,522461;7700
1/18/2023 9:58:03 AM;BK32993M;35,37525558;7734,87207;7700
1/18/2023 10:13:03 AM;BK32993M;35,02970886;7839,635742;7700
1/18/2023 10:28:03 AM;BK32993M;35,74961853;7739,865234;7700
1/18/2023 10:43:03 AM;BK32993M;34,74443054;7891,103516;7700
1/18/2023 10:58:03 AM;BK32993M;35,49607849;7809,701172;7700
1/18/2023 11:13:03 AM;BK32993M;35,53930664;7756,658691;7700
1/18/2023 11:28:03 AM;BK32993M;34,51172638;7936,776367;7700
1/18/2023 11:43:03 AM;BK32993M;35,58014297;7668,444336;7700
1/18/2023 11:58:03 AM;BK32993M;34,420681;7901,076172;7700
1/18/2023 12:13:03 PM;BK32993M;35,7229538;7510,134766;7700
1/18/2023 12:28:03 PM;BK32993M;34,95386887;7732,769043;7700
1/18/2023 12:43:03 PM;BK32993M;34,16841888;7901,06543;7700
1/18/2023 12:58:03 PM;BK32993M;34,48033524;7831,493652;7700
1/18/2023 1:13:03 PM;BK32993M;35,0930748;7688,128906;7700
1/18/2023 1:28:03 PM;BK32993M;35,16364288;7684,989258;7700
1/18/2023 1:43:03 PM;BK32993M;34,06991196;7835,435059;7700
1/18/2023 1:58:03 PM;BK32993M;35,47906876;7511,430664;7700
1/18/2023 2:13:03 PM;BK32993M;34,98154449;7691,546875;7700
1/18/2023 2:28:03 PM;BK32993M;34,43301773;7858,542969;7700
1/18/2023 2:43:03 PM;BK32993M;34,62186813;7819,9375;7700
1/18/2023 2:58:03 PM;BK32993M;35,13771439;7713,353516;7700
1/18/2023 3:13:03 PM;BK32993M;34,39667892;7851,451172;7700
1/18/2023 3:28:03 PM;BK32993M;34,76657867;7772,944336;7700
1/18/2023 3:43:03 PM;BK32993M;35,18957901;7672,650391;7700
1/18/2023 3:58:03 PM;BK32993M;34,78545761;7765,594727;7700
1/18/2023 4:13:03 PM;BK32993M;35,56719971;7446,845703;7700
1/18/2023 4:28:03 PM;BK32993M;35,06518555;7691,816406;7700
1/18/2023 4:43:03 PM;BK32993M;34,20402145;7777,409668;7700
1/18/2023 4:58:03 PM;BK32993M;34,65922546;7775,037598;7700
1/18/2023 5:13:03 PM;BK32993M;34,98015976;7728,563477;7700
1/18/2023 5:28:03 PM;BK32993M;34,41782761;7821,25293;7700
1/18/2023 5:43:03 PM;BK32993M;35,28511047;7693,401367;7700
1/18/2023 5:58:03 PM;BK32993M;34,21389389;7840,941406;7700
1/18/2023 6:13:03 PM;BK32993M;34,2358551;7796,051758;7700
1/18/2023 6:28:03 PM;BK32993M;35,12659836;7666,869629;7700
1/18/2023 6:43:03 PM;BK32993M;34,09926605;7823,625;7700
1/18/2023 6:58:03 PM;BK32993M;33,80957031;7898,439453;7700
1/18/2023 7:13:03 PM;BK32993M;35,22673798;7666,341309;7700
1/18/2023 7:28:03 PM;BK32993M;34,46532059;7821,78125;7700
1/18/2023 7:43:03 PM;BK32993M;34,21138;7791,322754;7700
1/18/2023 7:58:03 PM;BK32993M;34,95564651;7702,051758;7700
1/18/2023 8:13:03 PM;BK32993M;34,80313492;7743,263672;7700
1/18/2023 8:28:03 PM;BK32993M;33,98838425;7854,59668;7700
1/18/2023 8:43:03 PM;BK32993M;35,6211586;7520,371094;7700
1/18/2023 8:58:03 PM;BK32993M;34,96025085;7721,486328;7700
1/18/2023 9:13:03 PM;BK32993M;34,45623398;7763,491699;7700
1/18/2023 9:28:03 PM;BK32993M;34,34619904;7832,276367;7700
1/18/2023 9:43:03 PM;BK32993M;35,12273407;7684,201172;7700
1/18/2023 9:58:03 PM;BK32993M;35,22424316;7707,304688;7700
1/18/2023 10:13:03 PM;BK32993M;34,71427536;7735,664063;7700
1/18/2023 10:28:03 PM;BK32993M;34,63673782;7858,806641;7700
1/18/2023 10:43:03 PM;BK32993M;35,64703751;7732,769043;7700
1/18/2023 10:58:03 PM;BK32993M;35,35941315;7675,022461;7700
1/26/2023 10:28:03 AM;BK32993M;33,32450485;7717,809082;7700
1/26/2023 10:43:03 AM;BK32993M;34,56690979;7722,004883;7700
