Density;OUT;PV
344;51,69163132;6974,179688
344;51,5727005;7013,541992
344;51,86976624;6999,364746
344;51,75657654;7006,720703
344;52,00553513;7005,673828
344;52,00982285;7029,044922
344;51,85031891;7024,82959
344;51,82980347;7001,472656
344;51,86296082;7009,351563
344;51,64855576;7004,875977
344;51,7606926;6978,105469
344;51,72153091;7036,12207
344;51,61650467;6956,318359
344;51,42294312;6987,813477
344;51,27334595;7033,500977
344;51,19822311;6988,336914
344;51,44487762;7027,191406
344;51,71640396;7013,27832
344;51,70812988;6935,847168
344;51,3822937;7024,052734
344;51,21635437;7007,253418
344;51,78739166;6964,45166
344;51,54381943;7000,679688
344;51,75723267;7036,112305
344;51,74244308;7011,45459
344;51,78776169;6968,388672
344;51,85144043;7003,042969
344;51,7403717;7015,90918
344;51,82980728;6946,601074
344;51,73244476;6991,75
344;51,86493683;7022,736328
344;51,84039307;7016,4375
344;52,9327774;6937,41748
344;39,47574234;6508,46875
344;39,32250214;6481,439453
416;39,27591324;6506,371094
416;39,25087357;6497,186523
416;39,13684082;6542,334961
416;39,60337448;6466,987305
416;39,24089813;6570,680664
416;39,49319077;6477,76123
416;39,29368973;6476,186523
416;39,27512741;6489,052734
416;39,07830811;6542,604492
416;39,19129181;6481,952148
416;39,06390762;6500,326172
416;39,15651703;6469,359375
416;38,92058563;6511,62793
416;39,11063766;6499,289063
416;39,04316711;6496,916992
416;38,99983597;6521,076172
416;39,10809708;6465,15332
416;39,14646912;6466,210449
416;39,05373001;6464,894531
416;38,97101974;6492,193359
416;39,04615402;6496,916992
416;38,88007355;6508,46875
416;38,93550491;6514,517578
416;39,22625351;6509,266113
416;39,3377037;6475,389648
416;39,09688568;6577,507813
416;39,50060272;6462,791016
416;39,28009796;6457,808594
416;52,52397537;6988,33252
416;53,34774017;6994,117188
344;53,81869888;6980,477051
344;53,96368027;7012,241699
344;54,29862595;6990,703125
344;54,56214905;6969,186035
344;54,70948029;6964,980469
344;54,64248657;7043,995605
344;54,66890335;7021,157227
344;54,78924942;7027,989258
344;54,67529678;6972,853516
344;54,94953918;7012,242188
344;54,56832886;7058,446777
344;54,5458374;7028,51709
344;54,92169952;7016,432617
344;55,41685104;6996,749023
344;55,44724274;6994,37207
344;55,29106903;6972,066406
344;55,41148376;7064,466797
344;54,8096199;7098,867188
344;55,11660385;7057,90918
344;55,57030487;6995,956055
344;55,54535675;6992,278809
344;55,40290833;7008,025391
344;55,48537827;6979,163086
344;55,21316147;7005,145508
344;55,16320419;6981,774414
344;54,95937729;7058,172852
344;55,25372314;6976,800781
344;55,48378372;6951,594727
344;55,51859665;6960,255859
344;55,40701294;6982,306641
344;55,45194626;6978,105469
344;54,80145264;6996,753906
344;54,71931458;7045,300781
344;54,8406105;6958,949707
344;55,01936722;7003,04248
344;55,30349731;6986,766602
344;55,36209869;7004,617188
344;54,31256866;7009,34082
344;53,71982956;6982,830566
344;53,26120377;7003,042969
344;53,08346939;7064,466309
344;53,23712158;7040,586914
