OUT;PV;SP;Year;Month;Day;Hour;Minute
51,29341888;8615,703125;8500;2023;11;23;15;4
50,99106979;8534,594727;8500;2023;11;23;15;4
51,06913376;8497,310547;8500;2023;11;23;15;4
50,98100281;8438,786133;8500;2023;11;23;15;10
50,99774933;8454,522461;8500;2023;11;23;15;10
51,07294464;8441,945313;8500;2023;11;23;15;10
50,99523926;8475,791016;8500;2023;11;23;15;10
50,99982071;8483,147461;8500;2023;11;23;15;10
51,00875092;8476,847656;8500;2023;11;23;15;10
51,062397;8462,675781;8500;2023;11;23;15;13
51,0393219;8478,941406;8500;2023;11;23;15;13
51,03823471;8475,533203;8500;2023;11;23;15;14
51,08387756;8465,545898;8500;2023;11;23;15;14
51,1240654;8458,739258;8500;2023;11;23;15;14
50,98038864;8500,737305;8500;2023;11;23;15;14
51,06144714;8474,475586;8500;2023;11;23;15;14
51,07161331;8457,682617;8500;2023;11;23;15;16
51,05918884;8475,802734;8500;2023;11;23;15;16
51,19937897;8441,666016;8500;2023;11;23;15;16
51,19937897;8441,666016;8500;2023;11;23;15;16
51,19937897;8441,666016;8500;2023;11;23;15;16
51,19937897;8441,666016;8500;2023;11;23;15;16
51,19937897;8441,666016;8500;2023;11;23;15;16
51,19937897;8441,666016;8500;2023;11;23;15;16
51,19937897;8441,666016;8500;2023;11;23;15;16
51,19937897;8441,666016;8500;2023;11;23;15;16
51,19937897;8441,666016;8500;2023;11;23;15;16
51,19937897;8441,666016;8500;2023;11;23;15;17
51,19937897;8441,666016;8500;2023;11;23;15;17
51,19937897;8441,666016;8500;2023;11;23;15;17
51,19937897;8441,666016;8500;2023;11;23;15;17
51,19937897;8441,666016;8500;2023;11;23;15;17
51,16641617;8462,65625;8500;2023;11;23;15;17
51,12509537;8483,147461;8500;2023;11;23;15;17
51,25020981;8460,572266;8500;2023;11;23;15;17
51,31140137;8458,728516;8500;2023;11;23;15;17
51,28775024;8477,366211;8500;2023;11;23;15;17
51,42453766;8454,273438;8500;2023;11;23;15;17
51,5739212;8431,958984;8500;2023;11;23;15;17
51,50990295;8475,791016;8500;2023;11;23;15;18
51,42140198;8509,927734;8500;2023;11;23;15;18
51,35476685;8523,572266;8500;2023;11;23;15;18
51,48405838;8492,595703;8500;2023;11;23;15;18
51,55788422;8465,814453;8500;2023;11;23;15;18
51,490448;8495,216797;8500;2023;11;23;15;18
51,57397842;8471,336914;8500;2023;11;23;15;18
51,50073242;8500,208984;8500;2023;11;23;15;18
51,55450821;8486,296875;8500;2023;11;23;15;18
51,40370178;8524,87793;8500;2023;11;23;15;18
51,33382416;8540,894531;8500;2023;11;23;15;18
51,51248169;8480,505859;8500;2023;11;23;15;18
51,40557861;8523,053711;8500;2023;11;23;15;19
51,56869888;8472,382813;8500;2023;11;23;15;19
51,32599258;8544,572266;8500;2023;11;23;15;19
51,4846344;8491,020508;8500;2023;11;23;15;19
51,51730347;8476,060547;8500;2023;11;23;15;19
51,56644058;8471,855469;8500;2023;11;23;15;19
51,48259735;8498,894531;8500;2023;11;23;15;19
51,53276825;8478,414063;8500;2023;11;23;15;19
51,67762756;8448,751953;8500;2023;11;23;15;19
51,6015625;8477,625;8500;2023;11;23;15;19
51,4627037;8531,185547;8500;2023;11;23;15;19
51,5434227;8499,421875;8500;2023;11;23;15;19
51,64385986;8528,296875;8500;2023;11;23;15;21
51,6958847;8504,93457;8500;2023;11;23;15;21
51,70697403;8495,216797;8500;2023;11;23;15;21
51,6097641;8530,658203;8500;2023;11;23;15;21
51,62899017;8514,900391;8500;2023;11;23;15;21
51,48564529;8549,025391;8500;2023;11;23;15;21
51,5573616;8514,651367;8500;2023;11;23;15;21
51,42301178;8544,052734;8500;2023;11;23;15;21
51,46990585;8523,302734;8500;2023;11;23;15;22
51,49934387;8496,791016;8500;2023;11;23;15;22
51,41597748;8519,375;8500;2023;11;23;15;22
51,58467484;8464,240234;8500;2023;11;23;15;22
51,31651688;8547,980469;8500;2023;11;23;15;22
51,3476944;8523,042969;8500;2023;11;23;15;22
51,36991882;8507,296875;8500;2023;11;23;15;22
51,30129242;8531,175781;8500;2023;11;23;15;22
51,32081223;8515,160156;8500;2023;11;23;15;22
51,16373062;8551,658203;8500;2023;11;23;15;22
51,26517487;8513,595703;8500;2023;11;23;15;22
51,24042892;8515,169922;8500;2023;11;23;15;22
51,26125336;8511,232422;8500;2023;11;23;15;23
51,34957886;8486,027344;8500;2023;11;23;15;23
51,16978455;8537,21582;8500;2023;11;23;15;23
51,39054108;8471,068359;8500;2023;11;23;15;23
51,43244934;8470,010742;8500;2023;11;23;15;23
51,28072739;8519,625;8500;2023;11;23;15;23
51,4228363;8476,838867;8500;2023;11;23;15;23
51,55745316;8441,666016;8500;2023;11;23;15;23
51,57207108;8458,470703;8500;2023;11;23;15;23
51,49257278;8483,411133;8500;2023;11;23;15;23
51,33734894;8531,185547;8500;2023;11;23;15;23
51,33734894;8531,185547;8500;2023;11;23;15;23
51,33734894;8531,185547;8500;2023;11;23;15;24
51,33734894;8531,185547;8500;2023;11;23;15;24
51,33734894;8531,185547;8500;2023;11;23;15;24
51,33734894;8531,185547;8500;2023;11;23;15;24
51,33734894;8531,185547;8500;2023;11;23;15;24
51,33734894;8531,185547;8500;2023;11;23;15;24
51,33734894;8531,185547;8500;2023;11;23;15;24
51,33734894;8531,185547;8500;2023;11;23;15;24
51,33734894;8531,185547;8500;2023;11;23;15;24
51,33734894;8531,185547;8500;2023;11;23;15;24
51,33734894;8531,185547;8500;2023;11;23;15;24
51,33734894;8531,185547;8500;2023;11;23;15;24
51,5749588;8496,523438;8500;2023;11;23;15;25
51,69700623;8466,34375;8500;2023;11;23;15;25
51,4524231;8538,521484;8500;2023;11;23;15;25
51,52087021;8512,548828;8500;2023;11;23;15;25
51,43228149;8530,917969;8500;2023;11;23;15;25
51,3733902;8543,255859;8500;2023;11;23;15;25
51,52558517;8483,396484;8500;2023;11;23;15;25
51,30656815;8545,608398;8500;2023;11;23;15;25
51,30963516;8526,990234;8500;2023;11;23;15;25
51,41143417;8486,296875;8500;2023;11;23;15;25
51,29146576;8521,996094;8500;2023;11;23;15;25
51,46944427;8462,675781;8500;2023;11;23;15;26
51,380867;8497,050781;8500;2023;11;23;15;26
51,41550064;8489,176758;8500;2023;11;23;15;26
51,27490616;8522,515625;8500;2023;11;23;15;26
51,27517319;8515,698242;8500;2023;11;23;15;26
51,35974503;8488,399414;8500;2023;11;23;15;26
51,41096115;8481,821289;8500;2023;11;23;15;26
51,18987656;8550,341797;8500;2023;11;23;15;26
51,15045166;8542,738281;8500;2023;11;23;15;26
51,14697266;8534,077148;8500;2023;11;23;15;26
51,32912445;8480,785156;8500;2023;11;23;15;26
51,14121246;8535,910156;8500;2023;11;23;15;26
51,10763931;8538,800781;8500;2023;11;23;15;27
51,23025513;8489,445313;8500;2023;11;23;15;27
51,17535782;8507,295898;8500;2023;11;23;15;27
51,27970505;8479,987305;8500;2023;11;23;15;27
51,17424393;8511,233398;8500;2023;11;23;15;27
51,15475082;8512,289063;8500;2023;11;23;15;27
51,39317322;8442,462891;8500;2023;11;23;15;27
51,40501404;8458,470703;8500;2023;11;23;15;27
51,50987244;8446,130859;8500;2023;11;23;15;27
51,29623032;8505,193359;8500;2023;11;23;15;27
51,39725494;8477,630859;8500;2023;11;23;15;27
51,39725494;8477,630859;8500;2023;11;23;15;27
51,39725494;8477,630859;8500;2023;11;23;15;28
51,39725494;8477,630859;8500;2023;11;23;15;28
51,39725494;8477,630859;8500;2023;11;23;15;28
51,39725494;8477,630859;8500;2023;11;23;15;28
51,39725494;8477,630859;8500;2023;11;23;15;28
51,39725494;8477,630859;8500;2023;11;23;15;28
51,39725494;8477,630859;8500;2023;11;23;15;28
51,39725494;8477,630859;8500;2023;11;23;15;28
51,39725494;8477,630859;8500;2023;11;23;15;28
51,39725494;8477,630859;8500;2023;11;23;15;28
51,39725494;8477,630859;8500;2023;11;23;15;28
51,39725494;8477,630859;8500;2023;11;23;15;28
51,30737686;8503,887695;8500;2023;11;23;15;29
51,2588768;8515,169922;8500;2023;11;23;15;29
51,45845032;8458,469727;8500;2023;11;23;15;29
