OUT;PV;SP;Year;Month;Day;Hour;Minute
61,03570175;9227,31543;9300;2023;11;6;22;13
61,24901199;9192,650391;9300;2023;11;6;22;14
60,65633011;9390,330078;9300;2023;11;6;22;14
60,20311737;9457,543945;9300;2023;11;6;22;14
60,58203506;9304,496094;9300;2023;11;6;22;14
61,18388748;9165,09375;9300;2023;11;6;22;14
60,51043701;9385,351563;9300;2023;11;6;22;14
60,96728134;9230,728516;9300;2023;11;6;22;14
60,96728134;9230,728516;9300;2023;11;6;22;14
60,96728134;9230,728516;9300;2023;11;6;22;14
60,96728134;9230,728516;9300;2023;11;6;22;14
60,96728134;9230,728516;9300;2023;11;6;22;14
60,96728134;9230,728516;9300;2023;11;6;22;14
60,96728134;9230,728516;9300;2023;11;6;22;15
60,96728134;9230,728516;9300;2023;11;6;22;15
60,96728134;9230,728516;9300;2023;11;6;22;15
60,96728134;9230,728516;9300;2023;11;6;22;15
60,96728134;9230,728516;9300;2023;11;6;22;15
60,96728134;9230,728516;9300;2023;11;6;22;15
61,08479309;9214,447266;9300;2023;11;6;22;15
60,84299469;9300,03125;9300;2023;11;6;22;15
61,44366455;9165,362305;9300;2023;11;6;22;15
61,27924347;9255,141602;9300;2023;11;6;22;15
61,12792587;9320,762695;9300;2023;11;6;22;15
61,03014374;9327,060547;9300;2023;11;6;22;15
60,57883453;9433,644531;9300;2023;11;6;22;16
60,7005043;9342,03125;9300;2023;11;6;22;16
61,17321396;9193,189453;9300;2023;11;6;22;16
61,63893127;9111,015625;9300;2023;11;6;22;16
61,07563782;9307,636719;9300;2023;11;6;22;16
61,21516418;9284,802734;9300;2023;11;6;22;16
60,81158447;9394,007813;9300;2023;11;6;22;16
60,36835098;9478,808594;9300;2023;11;6;22;16
60,61006927;9375,375;9300;2023;11;6;22;16
60,61006927;9375,375;9300;2023;11;6;22;16
60,61006927;9375,375;9300;2023;11;6;22;16
