DateTime;EL04_Process_Recipe_Working,MESQuality,Density_Max;EL04_Process_Recipe_Working,Extruder,AltBom;EL04_Process_Recipe_Working,Extruder,DietCode;EL04_Process_Recipe_Working,Extruder,ProdOrderNum;EL04_Process_Recipe_Working,MESQuality,Density_Min;EL04_Process_Recipe_Working,MESQuality,Density_Target;EL04_Dry_Feed_Rate_PID,OUT;EL04_Dry_Feed_Rate_PID,PV;EL04_Dry_Feed_Rate_PID,SP
11/15/2023 2:48:46 PM;408;011-00;BK27276M;9870592;344;376;0;12,59782028;0
11/15/2023 2:48:51 PM;408;011-00;BK27276M;9870592;344;376;0;34,90313721;0
11/15/2023 2:48:56 PM;408;011-00;BK27276M;9870592;344;376;0;9,18923378;0
11/15/2023 2:49:01 PM;408;011-00;BK27276M;9870592;344;376;0;10,5048275;0
11/15/2023 2:49:06 PM;408;011-00;BK27276M;9870592;344;376;0;30,44805527;0
11/15/2023 2:49:11 PM;408;011-00;BK27276M;9870592;344;376;0;23,10264969;0
11/15/2023 2:49:16 PM;408;011-00;BK27276M;9870592;344;376;0;16,79377174;0
11/15/2023 2:49:21 PM;408;011-00;BK27276M;9870592;344;376;0;20,47145844;0
11/15/2023 2:49:26 PM;408;011-00;BK27276M;9870592;344;376;0;7,873637676;0
11/15/2023 2:49:31 PM;408;011-00;BK27276M;9870592;344;376;0;11,81045628;0
11/15/2023 2:49:36 PM;408;011-00;BK27276M;9870592;344;376;0;4,46505022;0
11/15/2023 2:49:41 PM;408;011-00;BK27276M;9870592;344;376;0;1,833859921;0
11/15/2023 2:49:46 PM;408;011-00;BK27276M;9870592;344;376;0;9,448366165;0
11/15/2023 2:49:51 PM;408;011-00;BK27276M;9870592;344;376;0;44,37143707;0
11/15/2023 2:49:56 PM;408;011-00;BK27276M;9870592;344;376;0;67,73321533;0
11/15/2023 2:50:01 PM;408;011-00;BK27276M;9870592;344;376;0;83,22135925;0
11/15/2023 2:50:06 PM;408;011-00;BK27276M;9870592;344;376;0;78,21810913;0
11/15/2023 2:50:11 PM;408;011-00;BK27276M;9870592;344;376;0;77,43074799;0
11/15/2023 2:50:16 PM;408;011-00;BK27276M;9870592;344;376;0;58,00578308;0
11/15/2023 2:50:21 PM;408;011-00;BK27276M;9870592;344;376;0;52,23510742;0
11/15/2023 2:50:26 PM;408;011-00;BK27276M;9870592;344;376;0;158,0308838;0
11/15/2023 2:50:31 PM;408;011-00;BK27276M;9870592;344;376;0;298,4706421;0
11/15/2023 2:50:36 PM;408;011-00;BK27276M;9870592;344;376;0;281,6669006;0
11/15/2023 2:50:41 PM;408;011-00;BK27276M;9870592;344;376;0;10,76395988;0
11/15/2023 2:50:46 PM;408;011-00;BK27276M;9870592;344;376;0;16,28547287;0
11/15/2023 2:50:51 PM;408;011-00;BK27276M;9870592;344;376;0;3,139488459;0
11/15/2023 2:50:56 PM;408;011-00;BK27276M;9870592;344;376;0;14,17254829;0
11/15/2023 2:51:01 PM;408;011-00;BK27276M;9870592;344;376;0;9,976596832;0
11/15/2023 2:51:06 PM;408;011-00;BK27276M;9870592;344;376;0;30,17895508;0
11/15/2023 2:51:11 PM;408;011-00;BK27276M;9870592;344;376;0;3,408587456;0
11/15/2023 2:51:16 PM;408;011-00;BK27276M;9870592;344;376;0;22,83355141;0
11/15/2023 2:51:21 PM;408;011-00;BK27276M;9870592;344;376;0;11,55132389;0
11/15/2023 2:51:26 PM;408;011-00;BK27276M;9870592;344;376;0;6,558042526;0
11/15/2023 2:51:31 PM;408;011-00;BK27276M;9870592;344;376;0;18,63759804;0
11/15/2023 2:51:36 PM;408;011-00;BK27276M;9870592;344;376;0;10,4948616;0
11/15/2023 2:51:41 PM;408;011-00;BK27276M;9870592;344;376;0;20,74055672;0
11/15/2023 2:51:46 PM;408;011-00;BK27276M;9870592;344;376;0;39,63728714;0
11/15/2023 2:51:51 PM;408;011-00;BK27276M;9870592;344;376;0;16,79376984;0
11/15/2023 2:51:56 PM;408;011-00;BK27276M;9870592;344;376;0;38,83995438;0
11/15/2023 2:52:01 PM;408;011-00;BK27276M;9870592;344;376;0;17,85023499;0
